Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;cases;continentExp;countriesAndTerritories;countryterritoryCode;dateRep;day;deaths;geoId;month;popData2019;year
1817526093;112;Europe;Belarus;BLR;10/8/2020;10;2;BY;8;9452409;2020
1836568858;124;Europe;Belarus;BLR;9/8/2020;9;2;BY;8;9452409;2020
1870422662;111;Europe;Belarus;BLR;8/8/2020;8;3;BY;8;9452409;2020
1920145436;127;Europe;Belarus;BLR;7/8/2020;7;3;BY;8;9452409;2020
1962462691;126;Europe;Belarus;BLR;6/8/2020;6;3;BY;8;9452409;2020
2012185465;84;Europe;Belarus;BLR;5/8/2020;5;3;BY;8;9452409;2020
2066139965;99;Europe;Belarus;BLR;4/8/2020;4;4;BY;8;9452409;2020
2086240661;121;Europe;Belarus;BLR;3/8/2020;3;4;BY;8;9452409;2020
210845722;138;Europe;Belarus;BLR;2/8/2020;2;4;BY;8;9452409;2020
2143368955;143;Europe;Belarus;BLR;1/8/2020;1;6;BY;8;9452409;2020
2160295857;147;Europe;Belarus;BLR;31/7/2020;31;5;BY;7;9452409;2020
2195207592;152;Europe;Belarus;BLR;30/7/2020;30;5;BY;7;9452409;2020
2218482082;115;Europe;Belarus;BLR;29/7/2020;29;5;BY;7;9452409;2020
2260799337;119;Europe;Belarus;BLR;28/7/2020;28;4;BY;7;9452409;2020
2327449013;130;Europe;Belarus;BLR;27/7/2020;27;4;BY;7;9452409;2020
2364476611;156;Europe;Belarus;BLR;26/7/2020;26;11;BY;7;9452409;2020
2371882131;158;Europe;Belarus;BLR;25/7/2020;25;0;BY;7;9452409;2020
2408909729;167;Europe;Belarus;BLR;24/7/2020;24;6;BY;7;9452409;2020
2430068356;173;Europe;Belarus;BLR;23/7/2020;23;6;BY;7;9452409;2020
2480849062;135;Europe;Belarus;BLR;22/7/2020;22;4;BY;7;9452409;2020
254855667;118;Europe;Belarus;BLR;21/7/2020;21;4;BY;7;9452409;2020
268820361;142;Europe;Belarus;BLR;20/7/2020;20;4;BY;7;9452409;2020
2838429865;171;Europe;Belarus;BLR;19/7/2020;19;4;BY;7;9452409;2020
2946338865;159;Europe;Belarus;BLR;18/7/2020;18;6;BY;7;9452409;2020
3094449256;180;Europe;Belarus;BLR;17/7/2020;17;5;BY;7;9452409;2020
3193894805;174;Europe;Belarus;BLR;16/7/2020;16;6;BY;7;9452409;2020
3333541746;155;Europe;Belarus;BLR;15/7/2020;15;6;BY;7;9452409;2020
3516563873;182;Europe;Belarus;BLR;14/7/2020;14;4;BY;7;9452409;2020
3657268745;165;Europe;Belarus;BLR;13/7/2020;13;5;BY;7;9452409;2020
3884723989;163;Europe;Belarus;BLR;12/7/2020;12;5;BY;7;9452409;2020
4116410959;193;Europe;Belarus;BLR;11/7/2020;11;5;BY;7;9452409;2020
4262405488;187;Europe;Belarus;BLR;10/7/2020;10;6;BY;7;9452409;2020
4526888331;221;Europe;Belarus;BLR;9/7/2020;9;7;BY;7;9452409;2020
4777618065;199;Europe;Belarus;BLR;8/7/2020;8;7;BY;7;9452409;2020
5057969878;250;Europe;Belarus;BLR;7/7/2020;7;6;BY;7;9452409;2020
5341495485;284;Europe;Belarus;BLR;6/7/2020;6;5;BY;7;9452409;2020
5643005926;273;Europe;Belarus;BLR;5/7/2020;5;6;BY;7;9452409;2020
5992123278;299;Europe;Belarus;BLR;4/7/2020;4;7;BY;7;9452409;2020
6390963404;274;Europe;Belarus;BLR;3/7/2020;3;7;BY;7;9452409;2020
6762297315;306;Europe;Belarus;BLR;2/7/2020;2;6;BY;7;9452409;2020
7139978814;328;Europe;Belarus;BLR;1/7/2020;1;5;BY;7;9452409;2020
7521892038;315;Europe;Belarus;BLR;30/6/2020;30;4;BY;6;9452409;2020
7936601135;380;Europe;Belarus;BLR;29/6/2020;29;6;BY;6;9452409;2020
8308992977;382;Europe;Belarus;BLR;28/6/2020;28;4;BY;6;9452409;2020
8667631712;331;Europe;Belarus;BLR;27/6/2020;27;6;BY;6;9452409;2020
9062240113;437;Europe;Belarus;BLR;26/6/2020;26;5;BY;6;9452409;2020
9393372631;458;Europe;Belarus;BLR;25/6/2020;25;5;BY;6;9452409;2020
9756243091;464;Europe;Belarus;BLR;24/6/2020;24;6;BY;6;9452409;2020
10124403208;518;Europe;Belarus;BLR;23/6/2020;23;5;BY;6;9452409;2020
10447072275;569;Europe;Belarus;BLR;22/6/2020;22;3;BY;6;9452409;2020
10775031;603;Europe;Belarus;BLR;21/6/2020;21;10;BY;6;9452409;2020
11071251784;676;Europe;Belarus;BLR;20/6/2020;20;2;BY;6;9452409;2020
11294475303;625;Europe;Belarus;BLR;19/6/2020;19;7;BY;6;9452409;2020
11548378831;663;Europe;Belarus;BLR;18/6/2020;18;6;BY;6;9452409;2020
11757849242;689;Europe;Belarus;BLR;17/6/2020;17;6;BY;6;9452409;2020
11930292056;707;Europe;Belarus;BLR;16/6/2020;16;4;BY;6;9452409;2020
12078402447;732;Europe;Belarus;BLR;15/6/2020;15;5;BY;6;9452409;2020
12254019055;721;Europe;Belarus;BLR;14/6/2020;14;5;BY;6;9452409;2020
12437041182;704;Europe;Belarus;BLR;13/6/2020;13;5;BY;6;9452409;2020
12650743318;750;Europe;Belarus;BLR;12/6/2020;12;5;BY;6;9452409;2020
12811548887;801;Europe;Belarus;BLR;11/6/2020;11;6;BY;6;9452409;2020
12913110298;812;Europe;Belarus;BLR;10/6/2020;10;6;BY;6;9452409;2020
13022077229;823;Europe;Belarus;BLR;9/6/2020;9;7;BY;6;9452409;2020
13152202788;879;Europe;Belarus;BLR;8/6/2020;8;6;BY;6;9452409;2020
1323154764;883;Europe;Belarus;BLR;7/6/2020;7;4;BY;6;9452409;2020
1329290766;887;Europe;Belarus;BLR;6/6/2020;6;6;BY;6;9452409;2020
13340514571;865;Europe;Belarus;BLR;5/6/2020;5;5;BY;6;9452409;2020
13425149081;861;Europe;Belarus;BLR;4/6/2020;4;5;BY;6;9452409;2020
13485451169;852;Europe;Belarus;BLR;3/6/2020;3;3;BY;6;9452409;2020
13574317404;847;Europe;Belarus;BLR;2/6/2020;2;5;BY;6;9452409;2020
13653662257;898;Europe;Belarus;BLR;1/6/2020;1;6;BY;6;9452409;2020
13728775384;894;Europe;Belarus;BLR;31/5/2020;31;5;BY;5;9452409;2020
13789077472;906;Europe;Belarus;BLR;30/5/2020;30;5;BY;5;9452409;2020
13844089903;902;Europe;Belarus;BLR;29/5/2020;29;5;BY;5;9452409;2020
13891696815;897;Europe;Belarus;BLR;28/5/2020;28;6;BY;5;9452409;2020
1394988304;915;Europe;Belarus;BLR;27/5/2020;27;4;BY;5;9452409;2020
14004895472;946;Europe;Belarus;BLR;26/5/2020;26;5;BY;5;9452409;2020
13991142364;954;Europe;Belarus;BLR;25/5/2020;25;5;BY;5;9452409;2020
13956230629;941;Europe;Belarus;BLR;24/5/2020;24;4;BY;5;9452409;2020
13966809942;932;Europe;Belarus;BLR;23/5/2020;23;5;BY;5;9452409;2020
13967867874;945;Europe;Belarus;BLR;22/5/2020;22;6;BY;5;9452409;2020
1393401407;918;Europe;Belarus;BLR;21/5/2020;21;4;BY;5;9452409;2020
13920260962;936;Europe;Belarus;BLR;20/5/2020;20;4;BY;5;9452409;2020
13840916109;922;Europe;Belarus;BLR;19/5/2020;19;6;BY;5;9452409;2020
1369492158;969;Europe;Belarus;BLR;18/5/2020;18;5;BY;5;9452409;2020
13597591894;951;Europe;Belarus;BLR;17/5/2020;17;4;BY;5;9452409;2020
1355527464;958;Europe;Belarus;BLR;16/5/2020;16;5;BY;5;9452409;2020
13483335306;947;Europe;Belarus;BLR;15/5/2020;15;5;BY;5;9452409;2020
13376484238;952;Europe;Belarus;BLR;14/5/2020;14;4;BY;5;9452409;2020
13398700797;967;Europe;Belarus;BLR;13/5/2020;13;7;BY;5;9452409;2020
13347920091;933;Europe;Belarus;BLR;12/5/2020;12;4;BY;5;9452409;2020
13234721435;921;Europe;Belarus;BLR;11/5/2020;11;5;BY;5;9452409;2020
13183940729;951;Europe;Belarus;BLR;10/5/2020;10;5;BY;5;9452409;2020
13042177925;933;Europe;Belarus;BLR;9/5/2020;9;5;BY;5;9452409;2020
12849634416;913;Europe;Belarus;BLR;8/5/2020;8;4;BY;5;9452409;2020
1266767022;905;Europe;Belarus;BLR;7/5/2020;7;5;BY;5;9452409;2020
12300568035;861;Europe;Belarus;BLR;6/5/2020;6;4;BY;5;9452409;2020
11875279624;784;Europe;Belarus;BLR;5/5/2020;5;4;BY;5;9452409;2020
11529336067;877;Europe;Belarus;BLR;4/5/2020;4;2;BY;5;9452409;2020
11141075254;911;Europe;Belarus;BLR;3/5/2020;3;4;BY;5;9452409;2020
10725308226;890;Europe;Belarus;BLR;2/5/2020;2;4;BY;5;9452409;2020
10392059844;846;Europe;Belarus;BLR;1/5/2020;1;5;BY;5;9452409;2020
10000625237;973;Europe;Belarus;BLR;30/4/2020;30;5;BY;4;9452409;2020
9444153337;919;Europe;Belarus;BLR;29/4/2020;29;4;BY;4;9452409;2020
8854885564;826;Europe;Belarus;BLR;28/4/2020;28;3;BY;4;9452409;2020
834178885;873;Europe;Belarus;BLR;27/4/2020;27;5;BY;4;9452409;2020
7790606606;817;Europe;Belarus;BLR;26/4/2020;26;4;BY;4;9452409;2020
7185469863;751;Europe;Belarus;BLR;25/4/2020;25;3;BY;4;9452409;2020
6914639432;741;Europe;Belarus;BLR;24/4/2020;24;2;BY;4;9452409;2020
6575043462;558;Europe;Belarus;BLR;23/4/2020;23;3;BY;4;9452409;2020
6201593689;459;Europe;Belarus;BLR;22/4/2020;22;4;BY;4;9452409;2020
5886330141;457;Europe;Belarus;BLR;21/4/2020;21;4;BY;4;9452409;2020
5546734171;510;Europe;Belarus;BLR;20/4/2020;20;2;BY;4;9452409;2020
5187037505;518;Europe;Belarus;BLR;19/4/2020;19;2;BY;4;9452409;2020
4684520105;575;Europe;Belarus;BLR;18/4/2020;18;3;BY;4;9452409;2020
417882891;476;Europe;Belarus;BLR;17/4/2020;17;4;BY;4;9452409;2020
3783162578;447;Europe;Belarus;BLR;16/4/2020;16;3;BY;4;9452409;2020
3310267256;362;Europe;Belarus;BLR;15/4/2020;15;4;BY;4;9452409;2020
2977018874;341;Europe;Belarus;BLR;14/4/2020;14;3;BY;4;9452409;2020
2627901522;352;Europe;Belarus;BLR;13/4/2020;13;3;BY;4;9452409;2020
225550968;245;Europe;Belarus;BLR;12/4/2020;12;4;BY;4;9452409;2020
1996316495;495;Europe;Belarus;BLR;11/4/2020;11;3;BY;4;9452409;2020
1481103918;420;Europe;Belarus;BLR;10/4/2020;10;3;BY;4;9452409;2020
1036772742;205;Europe;Belarus;BLR;9/4/2020;9;0;BY;4;9452409;2020
825186468;161;Europe;Belarus;BLR;8/4/2020;8;0;BY;4;9452409;2020
654859518;136;Europe;Belarus;BLR;7/4/2020;7;5;BY;4;9452409;2020
516270508;170;Europe;Belarus;BLR;6/4/2020;6;3;BY;4;9452409;2020
336422176;43;Europe;Belarus;BLR;5/4/2020;5;1;BY;4;9452409;2020
311031823;97;Europe;Belarus;BLR;4/4/2020;4;0;BY;4;9452409;2020
20841248;102;Europe;Belarus;BLR;3/4/2020;3;4;BY;4;9452409;2020
112140725;0;Europe;Belarus;BLR;2/4/2020;2;0;BY;4;9452409;2020
122720039;47;Europe;Belarus;BLR;1/4/2020;1;0;BY;4;9452409;2020
72997265;11;Europe;Belarus;BLR;31/3/2020;31;0;BY;3;9452409;2020
70881402;0;Europe;Belarus;BLR;30/3/2020;30;0;BY;3;9452409;2020
7722899;0;Europe;Belarus;BLR;29/3/2020;29;0;BY;3;9452409;2020
86750372;8;Europe;Belarus;BLR;28/3/2020;28;0;BY;3;9452409;2020
81460715;0;Europe;Belarus;BLR;27/3/2020;27;0;BY;3;9452409;2020
8463451;5;Europe;Belarus;BLR;26/3/2020;26;0;BY;3;9452409;2020
81460715;0;Europe;Belarus;BLR;25/3/2020;25;0;BY;3;9452409;2020
8463451;5;Europe;Belarus;BLR;24/3/2020;24;0;BY;3;9452409;2020
79344853;0;Europe;Belarus;BLR;23/3/2020;23;0;BY;3;9452409;2020
79344853;19;Europe;Belarus;BLR;22/3/2020;22;0;BY;3;9452409;2020
59244157;0;Europe;Belarus;BLR;21/3/2020;21;0;BY;3;9452409;2020
60302088;11;Europe;Belarus;BLR;20/3/2020;20;0;BY;3;9452409;2020
48664843;10;Europe;Belarus;BLR;19/3/2020;19;0;BY;3;9452409;2020
38085529;0;Europe;Belarus;BLR;18/3/2020;18;0;BY;3;9452409;2020
38085529;9;Europe;Belarus;BLR;17/3/2020;17;0;BY;3;9452409;2020
28564147;6;Europe;Belarus;BLR;16/3/2020;16;0;BY;3;9452409;2020
22216559;9;Europe;Belarus;BLR;13/3/2020;13;0;BY;3;9452409;2020
12695176;3;Europe;Belarus;BLR;12/3/2020;12;0;BY;3;9452409;2020
9521382;3;Europe;Belarus;BLR;11/3/2020;11;0;BY;3;9452409;2020
6347588;2;Europe;Belarus;BLR;5/3/2020;5;0;BY;3;9452409;2020
4231725;3;Europe;Belarus;BLR;4/3/2020;4;0;BY;3;9452409;2020
1057931;0;Europe;Belarus;BLR;2/3/2020;2;0;BY;3;9452409;2020
1057931;0;Europe;Belarus;BLR;1/3/2020;1;0;BY;3;9452409;2020
1057931;0;Europe;Belarus;BLR;29/2/2020;29;0;BY;2;9452409;2020
1057931;1;Europe;Belarus;BLR;28/2/2020;28;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;27/2/2020;27;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;26/2/2020;26;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;25/2/2020;25;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;24/2/2020;24;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;23/2/2020;23;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;22/2/2020;22;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;21/2/2020;21;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;20/2/2020;20;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;19/2/2020;19;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;18/2/2020;18;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;17/2/2020;17;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;16/2/2020;16;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;15/2/2020;15;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;14/2/2020;14;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;13/2/2020;13;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;12/2/2020;12;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;11/2/2020;11;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;10/2/2020;10;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;9/2/2020;9;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;8/2/2020;8;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;7/2/2020;7;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;6/2/2020;6;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;5/2/2020;5;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;4/2/2020;4;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;3/2/2020;3;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;2/2/2020;2;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;1/2/2020;1;0;BY;2;9452409;2020
0;0;Europe;Belarus;BLR;31/1/2020;31;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;30/1/2020;30;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;29/1/2020;29;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;28/1/2020;28;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;27/1/2020;27;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;26/1/2020;26;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;25/1/2020;25;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;24/1/2020;24;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;23/1/2020;23;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;22/1/2020;22;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;21/1/2020;21;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;20/1/2020;20;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;19/1/2020;19;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;18/1/2020;18;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;17/1/2020;17;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;16/1/2020;16;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;15/1/2020;15;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;14/1/2020;14;0;BY;1;9452409;2020
0;0;Europe;Belarus;BLR;13/1/2020;13;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;12/1/2020;12;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;11/1/2020;11;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;10/1/2020;10;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;9/1/2020;9;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;8/1/2020;8;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;7/1/2020;7;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;6/1/2020;6;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;5/1/2020;5;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;4/1/2020;4;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;3/1/2020;3;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;2/1/2020;2;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;1/1/2020;1;0;BY;1;9452409;2020
;0;Europe;Belarus;BLR;31/12/2019;31;0;BY;12;9452409;2019
2682375194;2;Europe;Belgium;BEL;14/12/2020;14;6;BE;12;11455519;2020
26952947309;856;Europe;Belgium;BEL;13/12/2020;13;48;BE;12;11455519;2020
26908427283;2751;Europe;Belgium;BEL;12/12/2020;12;92;BE;12;11455519;2020
26741695422;2604;Europe;Belgium;BEL;11/12/2020;11;87;BE;12;11455519;2020
26711142463;2708;Europe;Belgium;BEL;10/12/2020;10;83;BE;12;11455519;2020
26843829599;2715;Europe;Belgium;BEL;9/12/2020;9;91;BE;12;11455519;2020
27367594607;3353;Europe;Belgium;BEL;8/12/2020;8;96;BE;12;11455519;2020
27364975782;592;Europe;Belgium;BEL;7/12/2020;7;83;BE;12;11455519;2020
27509011159;1098;Europe;Belgium;BEL;6/12/2020;6;85;BE;12;11455519;2020
27973416132;2549;Europe;Belgium;BEL;5/12/2020;5;106;BE;12;11455519;2020
28545192933;2364;Europe;Belgium;BEL;4/12/2020;4;93;BE;12;11455519;2020
29495826422;2611;Europe;Belgium;BEL;3/12/2020;3;117;BE;12;11455519;2020
31376142801;2674;Europe;Belgium;BEL;2/12/2020;2;110;BE;12;11455519;2020
33582939367;3293;Europe;Belgium;BEL;1/12/2020;1;99;BE;12;11455519;2020
34016791382;560;Europe;Belgium;BEL;30/11/2020;30;119;BE;11;11455519;2020
35210102659;1004;Europe;Belgium;BEL;29/11/2020;29;114;BE;11;11455519;2020
37836784174;2700;Europe;Belgium;BEL;28/11/2020;28;124;BE;11;11455519;2020
41388783869;2413;Europe;Belgium;BEL;27/11/2020;27;118;BE;11;11455519;2020
40804785885;2673;Europe;Belgium;BEL;26/11/2020;26;138;BE;11;11455519;2020
45024585966;2867;Europe;Belgium;BEL;25/11/2020;25;120;BE;11;11455519;2020
49112571853;3953;Europe;Belgium;BEL;24/11/2020;24;139;BE;11;11455519;2020
49862428756;589;Europe;Belgium;BEL;23/11/2020;23;135;BE;11;11455519;2020
51418883771;1263;Europe;Belgium;BEL;22/11/2020;22;138;BE;11;11455519;2020
54532666743;3081;Europe;Belgium;BEL;21/11/2020;21;165;BE;11;11455519;2020
58583116138;3019;Europe;Belgium;BEL;20/11/2020;20;172;BE;11;11455519;2020
63410483628;3700;Europe;Belgium;BEL;19/11/2020;19;158;BE;11;11455519;2020
69760261408;4828;Europe;Belgium;BEL;18/11/2020;18;153;BE;11;11455519;2020
76776093689;5821;Europe;Belgium;BEL;17/11/2020;17;195;BE;11;11455519;2020
78180656852;1057;Europe;Belgium;BEL;16/11/2020;16;192;BE;11;11455519;2020
81617428246;2371;Europe;Belgium;BEL;15/11/2020;15;175;BE;11;11455519;2020
90077979007;5709;Europe;Belgium;BEL;14/11/2020;14;183;BE;11;11455519;2020
97592260988;6482;Europe;Belgium;BEL;13/11/2020;13;173;BE;11;11455519;2020
1,11554E+11;2004;Europe;Belgium;BEL;12/11/2020;12;196;BE;11;11455519;2020
12421960105;7701;Europe;Belgium;BEL;11/11/2020;11;218;BE;11;11455519;2020
1,34024E+11;8636;Europe;Belgium;BEL;10/11/2020;10;194;BE;11;11455519;2020
1,37034E+11;1448;Europe;Belgium;BEL;9/11/2020;9;210;BE;11;11455519;2020
1,44463E+11;3046;Europe;Belgium;BEL;8/11/2020;8;208;BE;11;11455519;2020
1,55137E+11;6648;Europe;Belgium;BEL;7/11/2020;7;214;BE;11;11455519;2020
1,63891E+11;7659;Europe;Belgium;BEL;6/11/2020;6;206;BE;11;11455519;2020
1,71097E+11;9230;Europe;Belgium;BEL;5/11/2020;5;198;BE;11;11455519;2020
1,7735E+11;12102;Europe;Belgium;BEL;4/11/2020;4;172;BE;11;11455519;2020
1,78836E+11;13858;Europe;Belgium;BEL;3/11/2020;3;208;BE;11;11455519;2020
1,80253E+11;2666;Europe;Belgium;BEL;2/11/2020;2;164;BE;11;11455519;2020
1,81726E+11;6308;Europe;Belgium;BEL;1/11/2020;1;177;BE;11;11455519;2020
1,80046E+11;15401;Europe;Belgium;BEL;31/10/2020;31;185;BE;10;11455519;2020
1,7719E+11;15090;Europe;Belgium;BEL;30/10/2020;30;139;BE;10;11455519;2020
1,7221E+11;17998;Europe;Belgium;BEL;29/10/2020;29;142;BE;10;11455519;2020
1638005227;22210;Europe;Belgium;BEL;28/10/2020;28;132;BE;10;11455519;2020
1,54955E+11;19868;Europe;Belgium;BEL;27/10/2020;27;121;BE;10;11455519;2020
1,5278E+11;4895;Europe;Belgium;BEL;26/10/2020;26;94;BE;10;11455519;2020
1,46453E+11;11557;Europe;Belgium;BEL;25/10/2020;25;93;BE;10;11455519;2020
1,36775E+11;18876;Europe;Belgium;BEL;24/10/2020;24;94;BE;10;11455519;2020
1,27086E+11;17687;Europe;Belgium;BEL;23/10/2020;23;55;BE;10;11455519;2020
1,17762E+11;17485;Europe;Belgium;BEL;22/10/2020;22;62;BE;10;11455519;2020
1,05909E+11;19265;Europe;Belgium;BEL;21/10/2020;21;52;BE;10;11455519;2020
96907874711;15560;Europe;Belgium;BEL;20/10/2020;20;52;BE;10;11455519;2020
94067322484;4289;Europe;Belgium;BEL;19/10/2020;19;31;BE;10;11455519;2020
88580011085;7995;Europe;Belgium;BEL;18/10/2020;18;23;BE;10;11455519;2020
80063592055;13477;Europe;Belgium;BEL;17/10/2020;17;36;BE;10;11455519;2020
72723898411;11818;Europe;Belgium;BEL;16/10/2020;16;35;BE;10;11455519;2020
64823776208;12293;Europe;Belgium;BEL;15/10/2020;15;41;BE;10;11455519;2020
56449646672;12577;Europe;Belgium;BEL;14/10/2020;14;34;BE;10;11455519;2020
50380083172;9735;Europe;Belgium;BEL;13/10/2020;13;36;BE;10;11455519;2020
48753792822;2403;Europe;Belgium;BEL;12/10/2020;12;26;BE;10;11455519;2020
45815471128;4310;Europe;Belgium;BEL;11/10/2020;11;22;BE;10;11455519;2020
4043291273;7789;Europe;Belgium;BEL;10/10/2020;10;19;BE;10;11455519;2020
362497762;6588;Europe;Belgium;BEL;9/10/2020;9;20;BE;10;11455519;2020
32141712654;6803;Europe;Belgium;BEL;8/10/2020;8;20;BE;10;11455519;2020
28987774364;5687;Europe;Belgium;BEL;7/10/2020;7;18;BE;10;11455519;2020
26329666949;5249;Europe;Belgium;BEL;6/10/2020;6;14;BE;10;11455519;2020
25828598425;1035;Europe;Belgium;BEL;5/10/2020;5;14;BE;10;11455519;2020
25117150956;1709;Europe;Belgium;BEL;4/10/2020;4;15;BE;10;11455519;2020
23360792296;3721;Europe;Belgium;BEL;3/10/2020;3;11;BE;10;11455519;2020
21913454991;3410;Europe;Belgium;BEL;2/10/2020;2;15;BE;10;11455519;2020
20777757865;3243;Europe;Belgium;BEL;1/10/2020;1;6;BE;10;11455519;2020
19594048947;2984;Europe;Belgium;BEL;30/9/2020;30;10;BE;9;11455519;2020
18673095475;2782;Europe;Belgium;BEL;29/9/2020;29;13;BE;9;11455519;2020
18464462413;540;Europe;Belgium;BEL;28/9/2020;28;12;BE;9;11455519;2020
18179010484;944;Europe;Belgium;BEL;27/9/2020;27;6;BE;9;11455519;2020
17883083254;1623;Europe;Belgium;BEL;26/9/2020;26;5;BE;9;11455519;2020
17313052337;1796;Europe;Belgium;BEL;25/9/2020;25;4;BE;9;11455519;2020
16376385915;2097;Europe;Belgium;BEL;24/9/2020;24;8;BE;9;11455519;2020
15326237074;2074;Europe;Belgium;BEL;23/9/2020;23;1;BE;9;11455519;2020
14203634074;2204;Europe;Belgium;BEL;22/9/2020;22;3;BE;9;11455519;2020
1393651392;461;Europe;Belgium;BEL;21/9/2020;21;3;BE;9;11455519;2020
13437191279;894;Europe;Belgium;BEL;20/9/2020;20;8;BE;9;11455519;2020
12580835491;1709;Europe;Belgium;BEL;19/9/2020;19;6;BE;9;11455519;2020
11642423185;1752;Europe;Belgium;BEL;18/9/2020;18;1;BE;9;11455519;2020
10448238967;1942;Europe;Belgium;BEL;17/9/2020;17;2;BE;9;11455519;2020
9520301961;1628;Europe;Belgium;BEL;16/9/2020;16;3;BE;9;11455519;2020
8566176705;1727;Europe;Belgium;BEL;15/9/2020;15;4;BE;9;11455519;2020
8405555436;301;Europe;Belgium;BEL;14/9/2020;14;1;BE;9;11455519;2020
8037174047;617;Europe;Belgium;BEL;13/9/2020;13;1;BE;9;11455519;2020
7452303121;1284;Europe;Belgium;BEL;12/9/2020;12;5;BE;9;11455519;2020
692155458;1143;Europe;Belgium;BEL;11/9/2020;11;3;BE;9;11455519;2020
6486829623;1024;Europe;Belgium;BEL;10/9/2020;10;2;BE;9;11455519;2020
6186537685;871;Europe;Belgium;BEL;9/9/2020;9;3;BE;9;11455519;2020
5915052823;918;Europe;Belgium;BEL;8/9/2020;8;4;BE;9;11455519;2020
5880135156;155;Europe;Belgium;BEL;7/9/2020;7;2;BE;9;11455519;2020
5776255096;322;Europe;Belgium;BEL;6/9/2020;6;1;BE;9;11455519;2020
558595381;728;Europe;Belgium;BEL;5/9/2020;5;2;BE;9;11455519;2020
5502151408;677;Europe;Belgium;BEL;4/9/2020;4;4;BE;9;11455519;2020
5535323192;574;Europe;Belgium;BEL;3/9/2020;3;2;BE;9;11455519;2020
5674993861;565;Europe;Belgium;BEL;2/9/2020;2;3;BE;9;11455519;2020
5738718604;634;Europe;Belgium;BEL;1/9/2020;1;3;BE;9;11455519;2020
5751812729;117;Europe;Belgium;BEL;31/8/2020;31;1;BE;8;11455519;2020
5723878595;195;Europe;Belgium;BEL;30/8/2020;30;6;BE;8;11455519;2020
570030917;614;Europe;Belgium;BEL;29/8/2020;29;4;BE;8;11455519;2020
5817283355;535;Europe;Belgium;BEL;28/8/2020;28;3;BE;8;11455519;2020
